1.86
1.74
1.89
1.83
1.95
1.92
1.58
1.83
1.77
1.55
2.37
1.89
1.77
1.96
1.90
1.79
1.96
2.12
2.31
1.96
1.77
2.27
1.98
2.08
1.91
1.91
2.26
2.24
1.99
2.20
1.96
2.07
0.00
0.00
