2.64
2.09
2.15
2.51
2.02
20.81
2.38
2.82
2.74
2.87
2.07
2.73
2.27
2.08
2.99
2.31
2.87
2.29
2.76
1.99
2.15
2.00
2.14
2.56
2.34
1.97
2.46
2.58
1.92
4.06
1.91
1.91
2.12
1.65
2.16
2.11
2.24
1.90
2.21
1.99
1.95
1.69
2.52
2.28
2.22
1.80
2.00
2.38
1.79
2.67
2.34
1.81
2.13
1.66
1.93
1.87
1.79
1.77
1.99
2.43
